"Country ";"Short";"League ";"Hour";"Status";"Home Team";"Result Home";"Result Visitor";"Visitor Team";"Casa | Fora";"Casa | Fora";"Global";"Global";"Global";"Global";"Global";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora";"Casa | Fora";"Global";"Casa | Fora"
"Finland";"FIN";"Ykkönen Women";"07-07-2026 12:30";"NS";"HJS W";"";"";"Lahti W";"3.1 | 2.5";"3.9 | 5.3";"7.4";"44";"36";"21";"14";"19.7";"10 | 6";"10.2 | 13.2";"11";"4.8 | 3.2";"5.5 | 8.7";"9.1";"38 | 50";"25 | 17";"8";"6.2 | 4"
"Iceland";"ISL";"2. Deild Women";"07-07-2026 16:15";"NS";"Fjölnir W";"";"";"Fylkir W";"6.5 | 6.7";"2.5 | 4.3";"10";"75";"58";"58";"58";"30.8";"27 | 21.3";"5.5 | 7.7";"18.1";"15.5 | 14.3";"3 | 3.3";"9";"100 | 33";"100 | 67";"10";"6.4 | 3.4"
"Iceland";"ISL";"2. Deild Women";"07-07-2026 16:15";"NS";"ÍR W";"";"";"KÞ Reykjavík W";"4.2 | 5";"5 | 4";"9.1";"88";"58";"42";"12";"31.1";"12.5 | 20";"15.8 | 14";"14.6";"5.2 | 9.5";"7.5 | 7";"9";"50 | 50";"25 | 67";"9";"10.4 | 9.5"
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 03:00";"NS";"Ertis W";"";"";"Yelimay Semey W";"4.5 | 3";"4.5 | 5.5";"8.8";"75";"50";"25";"25";"32.2";"15.5 | 16.5";"9.5 | 23";"16.2";"11 | 6";"4 | 11.5";"7.7";"50 | 50";"50 | 50";"8";"11.1 | 6.1"
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 08:00";"NS";"Okzhetpes W";"";"";"Astana W";"";"";"";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";""
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 09:00";"NS";"Shakhter Karagandy W";"";"";"Kyzylzhar W";"3 | 1.5";"5 | 1";"5.2";"25";"25";"25";"0";"30.2";"9 | 13.5";"23.5 | 14.5";"17.2";"4.5 | 6.5";"16 | 7.5";"7.7";"100 | 100";"0 | 50";"7";"15 | 3.8"
"Kazakhstan";"KAZ";"Womens Championship";"07-07-2026 09:00";"NS";"Altay Oskemen W";"";"";"Aktobe W";"1.7 | 6.5";"6 | 0.5";"7.4";"58";"34";"0";"0";"";"";"";"";"";"";"7.7";"";"0 | 100";"7";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 09:00";"NS";"Hannover 96";"";"";"Phönix Lübeck";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Grazer AK";"";"";"First Vienna";"4.1 | 5.2";"3.8 | 3.3";"8.2";"60";"40";"20";"15";"20.8";"9.5 | 11.4";"11.3 | 9.5";"7.9";"3.7 | 4.5";"4.4 | 3.2";"9";"50 | 70";"50 | 60";"9";"5.1 | 8.1"
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Memmingen";"";"";"Lugano";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:00";"NS";"Roskilde";"";"";"AB";"4.4 | 5.5";"5.6 | 4.7";"10.1";"70";"65";"65";"50";"23.6";"9.7 | 15.8";"12.8 | 8.8";"11";"4.8 | 7.1";"6 | 4.1";"9";"40 | 40";"40 | 70";"10";"7.5 | 6.3"
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:30";"NS";"Dietkirchen";"";"";"FSV Frankfurt";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 13:30";"NS";"Gundelfingen";"";"";"Augsburg II";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 14:00";"NS";"Shelbourne";"";"";"Celtic";"5.3 | 5.7";"3.9 | 5.2";"10";"65";"55";"45";"35";"24.7";"14.6 | 13.9";"10.5 | 10.4";"8.3";"4.6 | 5.5";"3.1 | 3.4";"9";"20 | 60";"30 | 50";"10";"7.7 | 4.5"
"World";"WOR";"Club Friendlies 3";"07-07-2026 14:30";"NS";"Gemert";"";"";"Helmond Sport";"6.7 | 5.8";"5.8 | 3.3";"10.8";"80";"70";"70";"56";"19.5";"10.5 | 11.2";"6.5 | 10.8";"7.8";"6 | 2.9";"3 | 3.6";"9";"67 | 60";"33 | 60";"10";"5 | 10.7"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:00";"NS";"Bishop's Cleeve";"";"";"Forest Green Rovers";"6.5 | 6.3";"5 | 4.8";"11.3";"100";"65";"55";"50";"24.6";"15 | 13.5";"11 | 9.7";"11.3";"7 | 5.7";"6 | 3.9";"9";"50 | 80";"50 | 60";"10";"9.4 | 6.8"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:00";"NS";"Cove Rangers";"";"";"Inverness CT";"4 | 4.4";"4.1 | 3.2";"7.9";"56";"44";"33";"16";"18";"6.6 | 11.2";"11 | 7.1";"8.7";"3.2 | 4.9";"4.6 | 4.7";"9";"33 | 44";"33 | 33";"8";"4.8 | 6"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"VOC";"";"";"Sparta Rotterdam";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Ayr United";"";"";"Darvel";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Airdrieonians";"";"";"Falkirk";"4.2 | 5.8";"5.9 | 4.6";"10.2";"85";"70";"70";"45";"22.1";"10.7 | 9.9";"11 | 12.6";"8";"4.1 | 2.8";"4.1 | 4.9";"9";"20 | 50";"20 | 60";"9";"6.3 | 5.8"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Blyth Town";"";"";"Gateshead";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:30";"NS";"Limavady United";"";"";"Coleraine";"4.2 | 4.7";"4 | 3.2";"8";"68";"32";"32";"28";"18.2";"8.8 | 11.3";"9.5 | 7";"9.8";"3.8 | 6.5";"5.8 | 3.7";"9";"50 | 70";"50 | 60";"8";"4.9 | 3.9"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:45";"NS";"Knowle FC";"";"";"Solihull Moors";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:45";"NS";"Hitchin Town";"";"";"Barnet";"9.5 | 6.9";"2.2 | 3.9";"11.3";"100";"78";"72";"58";"24";"16 | 14.4";"7.2 | 10.4";"9.6";"7.5 | 5.4";"2.8 | 3.7";"9";"100 | 70";"100 | 80";"11";"11.4 | 4.2"
"World";"WOR";"Club Friendlies 3";"07-07-2026 15:45";"NS";"Dungannon Swifts";"";"";"Annagh United";"4.3 | 3.8";"6.2 | 6.5";"10.4";"78";"68";"55";"55";"15.4";"7.2 | 3.3";"10.8 | 9.3";"7.4";"3.3 | 1.3";"5.6 | 4.7";"9";"50 | 25";"40 | 25";"10";"7.2 | 3.3"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Olympique Lyonnais";"";"";"Macon";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Basel";"";"";"Yverdon Sport";"5.2 | 3.5";"5.1 | 4.7";"9.2";"69";"58";"38";"22";"27.7";"11.8 | 14.2";"14.8 | 14.6";"9.6";"4.7 | 4.6";"5.4 | 4.5";"9";"44 | 40";"56 | 20";"9";"5.7 | 4.1"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Piast Gliwice";"";"";"Miedź Legnica";"6 | 7.8";"4.5 | 4.6";"11.4";"95";"85";"80";"65";"24.8";"15.9 | 14.5";"8.2 | 11.1";"8.4";"5.2 | 3.5";"3.9 | 4.3";"9";"40 | 50";"70 | 80";"10";"8.8 | 16.1"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Nyíregyháza Spartacus";"";"";"Cigánd SE";"5.4 | 2.7";"3.9 | 5";"8.5";"68";"35";"25";"20";"19.4";"14.4 | 7";"11.6 | 5.7";"6.6";"4.9 | 2";"4.9 | 1.3";"9";"50 | 33";"50 | 33";"9";"7.8 | 3"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Śląsk Wrocław";"";"";"Chrobry Głogów";"5.3 | 5";"5 | 6.7";"11";"74";"74";"62";"52";"23.1";"14.1 | 9.8";"9.3 | 13";"8.7";"6.2 | 3.8";"3.1 | 4.3";"9";"44 | 30";"44 | 30";"10";"4.5 | 8.2"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Raków Częstochowa";"";"";"Olympiacos F.C.";"3.5 | 5.2";"5.1 | 1.8";"7.8";"55";"45";"35";"25";"24.3";"12.3 | 17.1";"12.4 | 6.8";"8.6";"4.6 | 5.1";"5.1 | 2.3";"9";"40 | 90";"30 | 80";"9";"4.8 | 12.1"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Lokomotiv Plovdiv";"";"";"Sportist Svoge";"2.6 | 5.7";"6.4 | 4.4";"9.6";"64";"58";"48";"38";"18.6";"8 | 8.4";"13.4 | 7.3";"7.5";"4 | 3.7";"4.7 | 2.7";"9";"40 | 67";"10 | 67";"9";"6.7 | 10.5"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Rapid Bucuresti";"";"";"FK Košice";"5.6 | 5.7";"5 | 4.6";"10.4";"95";"70";"50";"45";"26.8";"12.2 | 14.1";"12.7 | 14.5";"8.8";"3.4 | 5.3";"4.1 | 4.8";"9";"30 | 60";"60 | 50";"10";"11.1 | 6.9"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Aarhus Fremad";"";"";"Silkeborg IF";"6.9 | 4";"4.3 | 5.1";"10.1";"75";"70";"55";"45";"26.4";"15.7 | 11.8";"7.9 | 17.4";"11.1";"6.4 | 5.3";"3.3 | 7.3";"9";"50 | 50";"70 | 50";"9";"5.6 | 5.6"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Pogoń Szczecin";"";"";"Chrobry Głogów";"3.8 | 5";"6.2 | 6.7";"10.8";"68";"68";"62";"52";"24";"11.4 | 9.8";"13.9 | 13";"8.8";"3.7 | 3.8";"5.9 | 4.3";"9";"56 | 30";"44 | 30";"10";"5.3 | 8.2"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Sturm Graz";"";"";"Kalsdorf";"6.7 | 6.8";"4.6 | 3.6";"10.9";"85";"70";"60";"50";"26.4";"16.8 | 14.4";"11.3 | 10.2";"9.4";"4.5 | 5.4";"3.2 | 5.6";"9";"70 | 80";"70 | 80";"10";"6.8 | 7.2"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Jablonec";"";"";"Pafos FC";"5.5 | 4.7";"4.5 | 4.2";"9.4";"75";"75";"55";"45";"22.8";"11.9 | 11.1";"13 | 9.5";"9.4";"3.7 | 5.3";"5.5 | 4.3";"9";"50 | 60";"50 | 80";"10";"8.9 | 6.5"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Erzgebirge Aue";"";"";"VfL Halle";"";"";"";"";"";"";"";"";"";"";"";"";"";"9";"";"";"";""
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Vasas";"";"";"Várda SE";"4.7 | 3.8";"4.3 | 5";"8.9";"55";"45";"45";"40";"20.4";"12.4 | 9.2";"6.6 | 12.6";"8";"6 | 3";"2.5 | 4.6";"9";"40 | 50";"40 | 30";"9";"4.6 | 8.2"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Cherno More";"";"";"Dobrudzha 1919";"3.5 | 6";"4 | 3.3";"8.4";"45";"45";"25";"25";"16.6";"7.5 | 9.3";"10.1 | 6.3";"6.4";"3.1 | 3";"4.2 | 2.5";"9";"40 | 40";"40 | 60";"9";"8.3 | 13.3"
"World";"WOR";"Club Friendlies 3";"07-07-2026 21:00";"NS";"Zulte-Waregem";"";"";"Raków Częstochowa";"5.4 | 3.5";"4.4 | 5.1";"9.2";"80";"58";"48";"43";"24.5";"12.9 | 12.3";"11.6 | 12.4";"9.2";"4.6 | 4.6";"4.2 | 5.1";"9";"67 | 40";"67 | 30";"9";"5.2 | 4.8"
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Juventude U17";"";"";"Santos U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Athletico PR U17";"";"";"Botafogo U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Vasco da Gama U17";"";"";"Fluminense U17";"5 | 4.4";"5.6 | 6.2";"10.6";"70";"70";"50";"40";"28.2";"12.4 | 14";"15.4 | 14.6";"9.7";"4.2 | 5.6";"4.6 | 5";"";"";"40 | 20";"";"7.5 | 5.3"
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Corinthians U17";"";"";"Palmeiras U17";"6 | 8.3";"8 | 4.7";"13.5";"90";"90";"90";"90";"27";"15.8 | 17.7";"13 | 7.7";"10.4";"5.6 | 8";"5.4 | 1.7";"";"";"40 | 67";"";"4.4 | 3.8"
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Fortaleza U17";"";"";"Atlético Mineiro U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"Brazil";"BRA";"Brasileiro U17";"07-07-2026 15:00";"NS";"Cruzeiro U17";"";"";"Internacional U17";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
